('jvx (framework)', 'browser game', {'weight': 0.6})
('processing (programming language)', 'processing.js', {'weight': 0.7})
('processing (programming language)', 'cross-platform software', {'weight': 0.5})
('processing (programming language)', 'computer graphics', {'weight': 0.5})
('processing (programming language)', 'citeseer', {'weight': 0.6})
('processing (programming language)', 'unix', {'weight': 0.6})
('processing (programming language)', 'computing', {'weight': 0.6})
('processing (programming language)', 'swf', {'weight': 0.6})
('processing (programming language)', 'java programming language family', {'weight': 0.5})
('processing (programming language)', 'html', {'weight': 0.6})
('processing (programming language)', 'button (computing)', {'weight': 0.6})
('processing (programming language)', 'mac os', {'weight': 0.6})
('processing (programming language)', 'bookmarklet', {'weight': 0.6})
('processing (programming language)', 'microsoft windows', {'weight': 0.6})
('processing (programming language)', 'java applet', {'weight': 0.6})
('processing (programming language)', 'abstract window toolkit', {'weight': 0.6})
('processing (programming language)', 'cortado (software)', {'weight': 0.6})
('processing (programming language)', 'windows media player', {'weight': 0.6})
('processing (programming language)', 'quicktime', {'weight': 0.6})
('processing (programming language)', 'command-line interface', {'weight': 0.6})
('processing (programming language)', 'cinder', {'weight': 0.7})
('processing (programming language)', 'application (computing)', {'weight': 0.6})
('processing (programming language)', 'animation software', {'weight': 0.5})
('processing (programming language)', 'widget engine', {'weight': 0.6})
('processing (programming language)', 'plug-in (computing)', {'weight': 0.6})
('processing (programming language)', 'free software portal', {'weight': 0.7})
('processing (programming language)', 'jvm programming languages', {'weight': 0.5})
('processing (programming language)', 'wyswyg', {'weight': 0.6})
('processing (programming language)', 'linux', {'weight': 0.6})
('processing (programming language)', 'educational programming languages', {'weight': 0.5})
('processing (programming language)', '3d modeling', {'weight': 0.6})
('processing (programming language)', 'javafx', {'weight': 0.7})
('processing (programming language)', 'container (data structure)', {'weight': 0.6})
('processing (programming language)', 'object-oriented programming languages', {'weight': 0.5})
('processing (programming language)', 'physical computing', {'weight': 0.5})
('processing (programming language)', 'java platform', {'weight': 0.5})
('processing (programming language)', 'web browser', {'weight': 0.6})
('processing (programming language)', 'embedded system', {'weight': 0.6})
('processing (programming language)', 'web page', {'weight': 0.6})
('processing (programming language)', 'program (computing)', {'weight': 0.6})
('processing (programming language)', 'application posture', {'weight': 0.6})
('processing (programming language)', 'mouse (computing)', {'weight': 0.6})
('web cache', 'browser game', {'weight': 0.6})
('web cache', 'code', {'weight': 0.6})
('web cache', 'computing', {'weight': 0.6})
('web cache', 'linux', {'weight': 0.6})
('web cache', 'wysiwyg', {'weight': 0.6})
('web cache', 'check box', {'weight': 0.6})
('web cache', 'proxy servers', {'weight': 0.5})
('web cache', 'java servlet', {'weight': 0.6})
('web cache', 'internet explorer', {'weight': 0.6})
('web cache', 'html element', {'weight': 0.6})
('web cache', 'java (programming language)', {'weight': 0.6})
('web cache', 'open platform', {'weight': 0.6})
('web cache', 'bytecode', {'weight': 0.6})
('web cache', 'proxy server', {'weight': 0.7})
('web cache', 'citeseer', {'weight': 0.6})
('web cache', 'unix', {'weight': 0.6})
('web cache', 'swf', {'weight': 0.6})
('web cache', 'html', {'weight': 0.6})
('web cache', 'button (computing)', {'weight': 0.6})
('web cache', 'mac os', {'weight': 0.6})
('web cache', 'bookmarklet', {'weight': 0.6})
('web cache', 'web accelerator', {'weight': 0.7})
('web cache', 'microsoft windows', {'weight': 0.6})
('web cache', 'java applet', {'weight': 0.6})
('web cache', 'hypertext transfer protocol', {'weight': 0.5})
('web cache', 'cortado (software)', {'weight': 0.6})
('web cache', 'windows media player', {'weight': 0.6})
('web cache', 'quicktime', {'weight': 0.6})
('web cache', 'command-line interface', {'weight': 0.6})
('web cache', 'application (computing)', {'weight': 0.6})
('web cache', 'widget engine', {'weight': 0.6})
('web cache', 'plug-in (computing)', {'weight': 0.6})
('web cache', 'news ticker', {'weight': 0.6})
('web cache', 'harvest project', {'weight': 0.7})
('web cache', 'wyswyg', {'weight': 0.6})
('web cache', 'java virtual machine', {'weight': 0.6})
('web cache', 'cache (computing)', {'weight': 0.5})
('web cache', '3d modeling', {'weight': 0.6})
('web cache', 'container (data structure)', {'weight': 0.6})
('web cache', 'abstract window toolkit', {'weight': 0.6})
('web cache', 'cache manifest in html5', {'weight': 0.7})
('web cache', 'web browser', {'weight': 0.6})
('web cache', 'embedded system', {'weight': 0.6})
('web cache', 'web page', {'weight': 0.6})
('web cache', 'program (computing)', {'weight': 0.6})
('web cache', 'application posture', {'weight': 0.6})
('web cache', 'mouse (computing)', {'weight': 0.6})
('central processing unit', 'browser game', {'weight': 0.6})
('central processing unit', 'code', {'weight': 0.6})
('central processing unit', 'wait state', {'weight': 0.7})
('central processing unit', 'computing', {'weight': 0.6})
('central processing unit', 'cpu core voltage', {'weight': 0.7})
('central processing unit', 'linux', {'weight': 0.6})
('central processing unit', 'computer bus', {'weight': 0.7})
('central processing unit', 'wysiwyg', {'weight': 0.6})
('central processing unit', 'check box', {'weight': 0.6})
('central processing unit', 'bytecode', {'weight': 0.6})
('central processing unit', 'java servlet', {'weight': 0.6})
('central processing unit', 'internet explorer', {'weight': 0.6})
('central processing unit', 'html element', {'weight': 0.6})
('central processing unit', 'java (programming language)', {'weight': 0.6})
('central processing unit', 'open platform', {'weight': 0.6})
('central processing unit', 'java virtual machine', {'weight': 0.6})
('central processing unit', 'protection ring', {'weight': 0.7})
('central processing unit', 'stream processing', {'weight': 0.7})
('central processing unit', 'addressing mode', {'weight': 0.7})
('central processing unit', 'citeseer', {'weight': 0.6})
('central processing unit', 'unix', {'weight': 0.6})
('central processing unit', 'true performance index', {'weight': 0.7})
('central processing unit', 'swf', {'weight': 0.6})
('central processing unit', 'html', {'weight': 0.6})
('central processing unit', 'button (computing)', {'weight': 0.6})
('central processing unit', 'microprocessor', {'weight': 0.7})
('central processing unit', 'mac os', {'weight': 0.6})
('central processing unit', 'bookmarklet', {'weight': 0.6})
('central processing unit', 'microsoft windows', {'weight': 0.6})
('central processing unit', 'java applet', {'weight': 0.6})
('central processing unit', 'digital signal processor', {'weight': 0.7})
('central processing unit', 'hyper-threading', {'weight': 0.7})
('central processing unit', 'central processing unit', {'weight': 1})
('central processing unit', 'cortado (software)', {'weight': 0.6})
('central processing unit', 'windows media player', {'weight': 0.6})
('central processing unit', 'quicktime', {'weight': 0.6})
('central processing unit', 'command-line interface', {'weight': 0.6})
('central processing unit', 'risc', {'weight': 0.7})
('central processing unit', 'application (computing)', {'weight': 0.6})
('central processing unit', 'widget engine', {'weight': 0.6})
('central processing unit', 'plug-in (computing)', {'weight': 0.6})
('central processing unit', 'news ticker', {'weight': 0.6})
('central processing unit', 'wyswyg', {'weight': 0.6})
('central processing unit', 'technology portal', {'weight': 0.7})
('central processing unit', 'cpu socket', {'weight': 0.7})
('central processing unit', 'list of cpu architectures', {'weight': 0.7})
('central processing unit', '3d modeling', {'weight': 0.6})
('central processing unit', 'accelerated processing unit', {'weight': 0.7})
('central processing unit', 'container (data structure)', {'weight': 0.6})
('central processing unit', 'abstract window toolkit', {'weight': 0.6})
('central processing unit', 'multi-core processor', {'weight': 0.7})
('central processing unit', 'computer engineering', {'weight': 0.7})
('central processing unit', 'information technology portal', {'weight': 0.7})
('central processing unit', 'web browser', {'weight': 0.6})
('central processing unit', 'embedded system', {'weight': 0.6})
('central processing unit', 'web page', {'weight': 0.6})
('central processing unit', 'program (computing)', {'weight': 0.6})
('central processing unit', 'application posture', {'weight': 0.6})
('central processing unit', 'cisc', {'weight': 0.7})
('central processing unit', 'mouse (computing)', {'weight': 0.6})
('javascript', 'browser game', {'weight': 0.6})
('javascript', 'code', {'weight': 0.6})
('javascript', 'computing', {'weight': 0.6})
('javascript', 'programming languages with an iso standard', {'weight': 0.5})
('javascript', 'linux', {'weight': 0.6})
('javascript', '1995 introductions', {'weight': 0.5})
('javascript', 'wysiwyg', {'weight': 0.6})
('javascript', 'check box', {'weight': 0.6})
('javascript', 'bytecode', {'weight': 0.6})
('javascript', 'java servlet', {'weight': 0.6})
('javascript', 'internet explorer', {'weight': 0.6})
('javascript', 'html element', {'weight': 0.6})
('javascript', 'java (programming language)', {'weight': 0.6})
('javascript', 'open platform', {'weight': 0.6})
('javascript', 'java virtual machine', {'weight': 0.6})
('javascript', 'cross-platform software', {'weight': 0.5})
('javascript', 'programming languages created in 1995', {'weight': 0.5})
('javascript', 'citeseer', {'weight': 0.6})
('javascript', 'unix', {'weight': 0.6})
('javascript', 'swf', {'weight': 0.6})
('javascript', 'html', {'weight': 0.6})
('javascript', 'button (computing)', {'weight': 0.6})
('javascript', 'object-based programming languages', {'weight': 0.5})
('javascript', 'bookmarklet', {'weight': 0.6})
('javascript', 'mac os', {'weight': 0.6})
('javascript', 'microsoft windows', {'weight': 0.6})
('javascript', 'java applet', {'weight': 0.6})
('javascript', 'quicktime', {'weight': 0.6})
('javascript', 'functional languages', {'weight': 0.5})
('javascript', 'cortado (software)', {'weight': 0.6})
('javascript', 'windows media player', {'weight': 0.6})
('javascript', 'javascript', {'weight': 1})
('javascript', 'command-line interface', {'weight': 0.6})
('javascript', 'scripting languages', {'weight': 0.5})
('javascript', 'application (computing)', {'weight': 0.6})
('javascript', 'dynamically typed programming languages', {'weight': 0.5})
('javascript', 'widget engine', {'weight': 0.6})
('javascript', 'plug-in (computing)', {'weight': 0.6})
('javascript', 'news ticker', {'weight': 0.6})
('javascript', 'wyswyg', {'weight': 0.6})
('javascript', '3d modeling', {'weight': 0.6})
('javascript', 'container (data structure)', {'weight': 0.6})
('javascript', 'abstract window toolkit', {'weight': 0.6})
('javascript', 'american inventions', {'weight': 0.5})
('javascript', 'prototype-based programming languages', {'weight': 0.5})
('javascript', 'web browser', {'weight': 0.6})
('javascript', 'embedded system', {'weight': 0.6})
('javascript', 'web page', {'weight': 0.6})
('javascript', 'program (computing)', {'weight': 0.6})
('javascript', 'application posture', {'weight': 0.6})
('javascript', 'web programming', {'weight': 0.5})
('javascript', 'mouse (computing)', {'weight': 0.6})
('sproutcore', 'browser game', {'weight': 0.6})
('sproutcore', 'code', {'weight': 0.6})
('sproutcore', 'computing', {'weight': 0.6})
('sproutcore', 'java servlet', {'weight': 0.6})
('sproutcore', 'wysiwyg', {'weight': 0.6})
('sproutcore', 'check box', {'weight': 0.6})
('sproutcore', 'bytecode', {'weight': 0.6})
('sproutcore', 'software using the mit license', {'weight': 0.5})
('sproutcore', 'internet explorer', {'weight': 0.6})
('sproutcore', 'html element', {'weight': 0.6})
('sproutcore', 'java (programming language)', {'weight': 0.6})
('sproutcore', 'open platform', {'weight': 0.6})
('sproutcore', 'java virtual machine', {'weight': 0.6})
('sproutcore', 'rich internet application frameworks', {'weight': 0.5})
('sproutcore', 'citeseer', {'weight': 0.6})
('sproutcore', 'unix', {'weight': 0.6})
('sproutcore', 'swf', {'weight': 0.6})
('sproutcore', '2010 software', {'weight': 0.5})
('sproutcore', 'html', {'weight': 0.6})
('sproutcore', 'button (computing)', {'weight': 0.6})
('sproutcore', 'mac os', {'weight': 0.6})
('sproutcore', 'bookmarklet', {'weight': 0.6})
('sproutcore', 'microsoft windows', {'weight': 0.6})
('sproutcore', 'java applet', {'weight': 0.6})
('sproutcore', 'cortado (software)', {'weight': 0.6})
('sproutcore', 'windows media player', {'weight': 0.6})
('sproutcore', 'quicktime', {'weight': 0.6})
('sproutcore', 'command-line interface', {'weight': 0.6})
('sproutcore', 'ajax (programming)', {'weight': 0.5})
('sproutcore', 'application (computing)', {'weight': 0.6})
('sproutcore', 'javascript libraries', {'weight': 0.5})
('sproutcore', 'widget engine', {'weight': 0.6})
('sproutcore', 'plug-in (computing)', {'weight': 0.6})
('sproutcore', 'news ticker', {'weight': 0.6})
('sproutcore', 'wyswyg', {'weight': 0.6})
('sproutcore', 'linux', {'weight': 0.6})
('sproutcore', '3d modeling', {'weight': 0.6})
('sproutcore', 'container (data structure)', {'weight': 0.6})
('sproutcore', 'abstract window toolkit', {'weight': 0.6})
('sproutcore', 'web browser', {'weight': 0.6})
('sproutcore', 'embedded system', {'weight': 0.6})
('sproutcore', 'web page', {'weight': 0.6})
('sproutcore', 'program (computing)', {'weight': 0.6})
('sproutcore', 'application posture', {'weight': 0.6})
('sproutcore', 'mouse (computing)', {'weight': 0.6})
('class loader', 'browser game', {'weight': 0.6})
('class loader', 'code', {'weight': 0.6})
('class loader', 'computing', {'weight': 0.6})
('class loader', 'linux', {'weight': 0.6})
('class loader', 'wysiwyg', {'weight': 0.6})
('class loader', 'check box', {'weight': 0.6})
('class loader', 'bytecode', {'weight': 0.6})
('class loader', 'java servlet', {'weight': 0.6})
('class loader', 'internet explorer', {'weight': 0.6})
('class loader', 'html element', {'weight': 0.6})
('class loader', 'java (programming language)', {'weight': 0.6})
('class loader', 'open platform', {'weight': 0.6})
('class loader', 'java virtual machine', {'weight': 0.6})
('class loader', 'citeseer', {'weight': 0.6})
('class loader', 'unix', {'weight': 0.6})
('class loader', 'swf', {'weight': 0.6})
('class loader', 'html', {'weight': 0.6})
('class loader', 'button (computing)', {'weight': 0.6})
('class loader', 'mac os', {'weight': 0.6})
('class loader', 'bookmarklet', {'weight': 0.6})
('class loader', 'microsoft windows', {'weight': 0.6})
('class loader', 'java applet', {'weight': 0.6})
('class loader', 'cortado (software)', {'weight': 0.6})
('class loader', 'windows media player', {'weight': 0.6})
('class loader', 'quicktime', {'weight': 0.6})
('class loader', 'command-line interface', {'weight': 0.6})
('class loader', 'application (computing)', {'weight': 0.6})
('class loader', 'widget engine', {'weight': 0.6})
('class loader', 'plug-in (computing)', {'weight': 0.6})
('class loader', 'news ticker', {'weight': 0.6})
('class loader', 'wyswyg', {'weight': 0.6})
('class loader', 'osgi', {'weight': 0.7})
('class loader', 'dll hell', {'weight': 0.7})
('class loader', 'dynamic loading', {'weight': 0.7})
('class loader', '3d modeling', {'weight': 0.6})
('class loader', 'loader (computing)', {'weight': 0.7})
('class loader', 'container (data structure)', {'weight': 0.6})
('class loader', 'abstract window toolkit', {'weight': 0.6})
('class loader', 'java platform', {'weight': 0.5})
('class loader', 'web browser', {'weight': 0.6})
('class loader', 'embedded system', {'weight': 0.6})
('class loader', 'web page', {'weight': 0.6})
('class loader', 'program (computing)', {'weight': 0.6})
('class loader', 'application posture', {'weight': 0.6})
('class loader', 'mouse (computing)', {'weight': 0.6})
('denial-of-service attack', 'ddos mitigation', {'weight': 0.7})
('denial-of-service attack', 'browser game', {'weight': 0.6})
('denial-of-service attack', 'code', {'weight': 0.6})
('denial-of-service attack', 'computing', {'weight': 0.6})
('denial-of-service attack', 'billion laughs', {'weight': 0.7})
('denial-of-service attack', 'linux', {'weight': 0.6})
('denial-of-service attack', 'industrial espionage', {'weight': 0.7})
('denial-of-service attack', 'low orbit ion cannon', {'weight': 0.7})
('denial-of-service attack', 'wysiwyg', {'weight': 0.6})
('denial-of-service attack', 'check box', {'weight': 0.6})
('denial-of-service attack', 'cyberwarfare', {'weight': 0.5})
('denial-of-service attack', 'bytecode', {'weight': 0.6})
('denial-of-service attack', 'java servlet', {'weight': 0.6})
('denial-of-service attack', 'internet explorer', {'weight': 0.6})
('denial-of-service attack', 'html element', {'weight': 0.6})
('denial-of-service attack', 'java (programming language)', {'weight': 0.6})
('denial-of-service attack', 'open platform', {'weight': 0.6})
('denial-of-service attack', 'denial-of-service attacks', {'weight': 0.5})
('denial-of-service attack', 'wireless signal jammer', {'weight': 0.7})
('denial-of-service attack', 'citeseer', {'weight': 0.6})
('denial-of-service attack', 'unix', {'weight': 0.6})
('denial-of-service attack', 'hit-and-run ddos', {'weight': 0.7})
('denial-of-service attack', 'swf', {'weight': 0.6})
('denial-of-service attack', 'virtual sit-in', {'weight': 0.7})
('denial-of-service attack', 'html', {'weight': 0.6})
('denial-of-service attack', 'button (computing)', {'weight': 0.6})
('denial-of-service attack', 'mac os', {'weight': 0.6})
('denial-of-service attack', 'bookmarklet', {'weight': 0.6})
('denial-of-service attack', 'udp unicorn', {'weight': 0.7})
('denial-of-service attack', 'microsoft windows', {'weight': 0.6})
('denial-of-service attack', 'redos', {'weight': 0.7})
('denial-of-service attack', 'java applet', {'weight': 0.6})
('denial-of-service attack', 'dosnet', {'weight': 0.7})
('denial-of-service attack', 'application layer ddos attack', {'weight': 0.7})
('denial-of-service attack', 'abstract window toolkit', {'weight': 0.6})
('denial-of-service attack', 'network intrusion detection system', {'weight': 0.7})
('denial-of-service attack', 'intrusion detection system', {'weight': 0.7})
('denial-of-service attack', 'cortado (software)', {'weight': 0.6})
('denial-of-service attack', 'windows media player', {'weight': 0.6})
('denial-of-service attack', 'quicktime', {'weight': 0.6})
('denial-of-service attack', 'command-line interface', {'weight': 0.6})
('denial-of-service attack', 'application (computing)', {'weight': 0.6})
('denial-of-service attack', 'widget engine', {'weight': 0.6})
('denial-of-service attack', 'plug-in (computing)', {'weight': 0.6})
('denial-of-service attack', 'news ticker', {'weight': 0.6})
('denial-of-service attack', 'wyswyg', {'weight': 0.6})
('denial-of-service attack', 'java virtual machine', {'weight': 0.6})
('denial-of-service attack', 'land', {'weight': 0.7})
('denial-of-service attack', '3d modeling', {'weight': 0.6})
('denial-of-service attack', 'container (data structure)', {'weight': 0.6})
('denial-of-service attack', 'internet relay chat', {'weight': 0.5})
('denial-of-service attack', 'web browser', {'weight': 0.6})
('denial-of-service attack', 'embedded system', {'weight': 0.6})
('denial-of-service attack', 'web page', {'weight': 0.6})
('denial-of-service attack', 'program (computing)', {'weight': 0.6})
('denial-of-service attack', 'application posture', {'weight': 0.6})
('denial-of-service attack', 'mouse (computing)', {'weight': 0.6})
('rich internet application', 'browser game', {'weight': 0.6})
('rich internet application', 'code', {'weight': 0.6})
('rich internet application', 'computing', {'weight': 0.6})
('rich internet application', 'linux', {'weight': 0.6})
('rich internet application', 'wysiwyg', {'weight': 0.6})
('rich internet application', 'rich internet applications', {'weight': 0.5})
('rich internet application', 'check box', {'weight': 0.6})
('rich internet application', 'bytecode', {'weight': 0.6})
('rich internet application', 'java servlet', {'weight': 0.6})
('rich internet application', 'internet explorer', {'weight': 0.6})
('rich internet application', 'html element', {'weight': 0.6})
('rich internet application', 'java (programming language)', {'weight': 0.6})
('rich internet application', 'open platform', {'weight': 0.6})
('rich internet application', 'web 2.0', {'weight': 0.5})
('rich internet application', 'software architecture', {'weight': 0.5})
('rich internet application', 'unix', {'weight': 0.6})
('rich internet application', 'swf', {'weight': 0.6})
('rich internet application', 'html', {'weight': 0.6})
('rich internet application', 'button (computing)', {'weight': 0.6})
('rich internet application', 'mac os', {'weight': 0.6})
('rich internet application', 'bookmarklet', {'weight': 0.6})
('rich internet application', 'microsoft windows', {'weight': 0.6})
('rich internet application', 'java applet', {'weight': 0.6})
('rich internet application', 'list of rich internet application frameworks', {'weight': 0.7})
('rich internet application', 'citeseer', {'weight': 0.6})
('rich internet application', 'cortado (software)', {'weight': 0.6})
('rich internet application', 'windows media player', {'weight': 0.6})
('rich internet application', 'quicktime', {'weight': 0.6})
('rich internet application', 'command-line interface', {'weight': 0.6})
('rich internet application', 'application (computing)', {'weight': 0.6})
('rich internet application', 'html5', {'weight': 0.7})
('rich internet application', 'widget engine', {'weight': 0.6})
('rich internet application', 'plug-in (computing)', {'weight': 0.6})
('rich internet application', 'news ticker', {'weight': 0.6})
('rich internet application', 'wyswyg', {'weight': 0.6})
('rich internet application', 'pigui', {'weight': 0.7})
('rich internet application', 'java virtual machine', {'weight': 0.6})
('rich internet application', '3d modeling', {'weight': 0.6})
('rich internet application', 'cloud computing', {'weight': 0.5})
('rich internet application', 'container (data structure)', {'weight': 0.6})
('rich internet application', 'abstract window toolkit', {'weight': 0.6})
('rich internet application', 'web browser', {'weight': 0.6})
('rich internet application', 'embedded system', {'weight': 0.6})
('rich internet application', 'web page', {'weight': 0.6})
('rich internet application', 'program (computing)', {'weight': 0.6})
('rich internet application', 'application posture', {'weight': 0.6})
('rich internet application', 'mouse (computing)', {'weight': 0.6})
('html5', 'internet portal', {'weight': 0.7})
('html5', 'browser game', {'weight': 0.6})
('html5', 'code', {'weight': 0.6})
('html5', 'computing', {'weight': 0.6})
('html5', 'linux', {'weight': 0.6})
('html5', 'wysiwyg', {'weight': 0.6})
('html5', 'check box', {'weight': 0.6})
('html5', 'bytecode', {'weight': 0.6})
('html5', 'java servlet', {'weight': 0.6})
('html5', 'internet explorer', {'weight': 0.6})
('html5', 'html element', {'weight': 0.6})
('html5', 'java (programming language)', {'weight': 0.6})
('html5', 'open platform', {'weight': 0.6})
('html5', 'java virtual machine', {'weight': 0.6})
('html5', 'cache manifest in html5', {'weight': 0.7})
('html5', 'citeseer', {'weight': 0.6})
('html5', 'unix', {'weight': 0.6})
('html5', 'world wide web consortium standards', {'weight': 0.5})
('html5', 'swf', {'weight': 0.6})
('html5', 'html', {'weight': 0.6})
('html5', 'button (computing)', {'weight': 0.6})
('html5', 'mac os', {'weight': 0.6})
('html5', 'bookmarklet', {'weight': 0.6})
('html5', 'microsoft windows', {'weight': 0.6})
('html5', 'java applet', {'weight': 0.6})
('html5', 'cortado (software)', {'weight': 0.6})
('html5', 'windows media player', {'weight': 0.6})
('html5', 'quicktime', {'weight': 0.6})
('html5', 'command-line interface', {'weight': 0.6})
('html5', 'application (computing)', {'weight': 0.6})
('html5', 'html5', {'weight': 1})
('html5', 'computer science portal', {'weight': 0.7})
('html5', 'widget engine', {'weight': 0.6})
('html5', 'plug-in (computing)', {'weight': 0.6})
('html5', 'news ticker', {'weight': 0.6})
('html5', 'wyswyg', {'weight': 0.6})
('html5', 'html5 in mobile devices', {'weight': 0.7})
('html5', 'comparison of layout engines (html5)', {'weight': 0.7})
('html5', '3d modeling', {'weight': 0.6})
('html5', 'emerging standards', {'weight': 0.5})
('html5', 'container (data structure)', {'weight': 0.6})
('html5', 'abstract window toolkit', {'weight': 0.6})
('html5', 'markup languages', {'weight': 0.5})
('html5', 'xml-based standards', {'weight': 0.5})
('html5', 'web browser', {'weight': 0.6})
('html5', 'embedded system', {'weight': 0.6})
('html5', 'web page', {'weight': 0.6})
('html5', 'program (computing)', {'weight': 0.6})
('html5', 'application posture', {'weight': 0.6})
('html5', 'mouse (computing)', {'weight': 0.6})
('clipboard (software)', 'browser game', {'weight': 0.6})
('clipboard (software)', 'code', {'weight': 0.6})
('clipboard (software)', 'computing', {'weight': 0.6})
('clipboard (software)', 'user interface techniques', {'weight': 0.5})
('clipboard (software)', 'linux', {'weight': 0.6})
('clipboard (software)', 'wysiwyg', {'weight': 0.6})
('clipboard (software)', 'check box', {'weight': 0.6})
('clipboard (software)', 'bytecode', {'weight': 0.6})
('clipboard (software)', 'java servlet', {'weight': 0.6})
('clipboard (software)', 'internet explorer', {'weight': 0.6})
('clipboard (software)', 'html element', {'weight': 0.6})
('clipboard (software)', 'java (programming language)', {'weight': 0.6})
('clipboard (software)', 'open platform', {'weight': 0.6})
('clipboard (software)', 'java virtual machine', {'weight': 0.6})
('clipboard (software)', 'citeseer', {'weight': 0.6})
('clipboard (software)', 'unix', {'weight': 0.6})
('clipboard (software)', 'swf', {'weight': 0.6})
('clipboard (software)', 'html', {'weight': 0.6})
('clipboard (software)', 'button (computing)', {'weight': 0.6})
('clipboard (software)', 'mac os', {'weight': 0.6})
('clipboard (software)', 'bookmarklet', {'weight': 0.6})
('clipboard (software)', 'microsoft windows', {'weight': 0.6})
('clipboard (software)', 'java applet', {'weight': 0.6})
('clipboard (software)', 'cortado (software)', {'weight': 0.6})
('clipboard (software)', 'windows media player', {'weight': 0.6})
('clipboard (software)', 'quicktime', {'weight': 0.6})
('clipboard (software)', 'command-line interface', {'weight': 0.6})
('clipboard (software)', 'clipboard (computing)', {'weight': 0.5})
('clipboard (software)', 'application (computing)', {'weight': 0.6})
('clipboard (software)', 'widget engine', {'weight': 0.6})
('clipboard (software)', 'plug-in (computing)', {'weight': 0.6})
('clipboard (software)', 'news ticker', {'weight': 0.6})
('clipboard (software)', 'wyswyg', {'weight': 0.6})
('clipboard (software)', '3d modeling', {'weight': 0.6})
('clipboard (software)', 'container (data structure)', {'weight': 0.6})
('clipboard (software)', 'abstract window toolkit', {'weight': 0.6})
('clipboard (software)', 'web browser', {'weight': 0.6})
('clipboard (software)', 'embedded system', {'weight': 0.6})
('clipboard (software)', 'web page', {'weight': 0.6})
('clipboard (software)', 'program (computing)', {'weight': 0.6})
('clipboard (software)', 'application posture', {'weight': 0.6})
('clipboard (software)', 'mouse (computing)', {'weight': 0.6})
('sun microsystems', 'browser game', {'weight': 0.6})
('sun microsystems', 'code', {'weight': 0.6})
('sun microsystems', 'sun certified professional', {'weight': 0.7})
('sun microsystems', 'computing', {'weight': 0.6})
('sun microsystems', 'linux', {'weight': 0.6})
('sun microsystems', 'sun microsystems', {'weight': 1})
('sun microsystems', 'cloud computing providers', {'weight': 0.5})
('sun microsystems', 'wysiwyg', {'weight': 0.6})
('sun microsystems', 'private equity portfolio companies', {'weight': 0.5})
('sun microsystems', 'check box', {'weight': 0.6})
('sun microsystems', 'global education learning community', {'weight': 0.7})
('sun microsystems', 'bytecode', {'weight': 0.6})
('sun microsystems', 'java servlet', {'weight': 0.6})
('sun microsystems', 'internet explorer', {'weight': 0.6})
('sun microsystems', 'html element', {'weight': 0.6})
('sun microsystems', 'java (programming language)', {'weight': 0.6})
('sun microsystems', 'open platform', {'weight': 0.6})
('sun microsystems', 'news ticker', {'weight': 0.6})
('sun microsystems', 'computer companies of the united states', {'weight': 0.5})
('sun microsystems', 'companies based in tokyo', {'weight': 0.5})
('sun microsystems', 'liberty alliance', {'weight': 0.7})
('sun microsystems', 'oracle acquisitions', {'weight': 0.5})
('sun microsystems', 'unix', {'weight': 0.6})
('sun microsystems', 'callan data systems', {'weight': 0.7})
('sun microsystems', 'swf', {'weight': 0.6})
('sun microsystems', 'html', {'weight': 0.6})
('sun microsystems', 'opentravel alliance', {'weight': 0.5})
('sun microsystems', 'button (computing)', {'weight': 0.6})
('sun microsystems', 'mac os', {'weight': 0.6})
('sun microsystems', 'open source university meetup', {'weight': 0.7})
('sun microsystems', 'bookmarklet', {'weight': 0.6})
('sun microsystems', 'free software companies', {'weight': 0.5})
('sun microsystems', 'microsoft windows', {'weight': 0.6})
('sun microsystems', 'java applet', {'weight': 0.6})
('sun microsystems', 'abstract window toolkit', {'weight': 0.6})
('sun microsystems', 'citeseer', {'weight': 0.6})
('sun microsystems', 'cortado (software)', {'weight': 0.6})
('sun microsystems', 'windows media player', {'weight': 0.6})
('sun microsystems', 'quicktime', {'weight': 0.6})
('sun microsystems', 'command-line interface', {'weight': 0.6})
('sun microsystems', 'application (computing)', {'weight': 0.6})
('sun microsystems', 'newark, california', {'weight': 0.5})
('sun microsystems', 'hackathon', {'weight': 0.7})
('sun microsystems', 'widget engine', {'weight': 0.6})
('sun microsystems', 'plug-in (computing)', {'weight': 0.6})
('sun microsystems', 'companies initially financed with venture capital', {'weight': 0.5})
('sun microsystems', 'companies based in santa clara, california', {'weight': 0.5})
('sun microsystems', 'wyswyg', {'weight': 0.6})
('sun microsystems', 'embedded system', {'weight': 0.6})
('sun microsystems', 'java virtual machine', {'weight': 0.6})
('sun microsystems', 'companies established in 1982', {'weight': 0.5})
('sun microsystems', 'container (data structure)', {'weight': 0.6})
('sun microsystems', 'computer hardware companies', {'weight': 0.5})
('sun microsystems', 'web browser', {'weight': 0.6})
('sun microsystems', 'list of computer system manufacturers', {'weight': 0.7})
('sun microsystems', '3d modeling', {'weight': 0.6})
('sun microsystems', 'companies based in trondheim', {'weight': 0.5})
('sun microsystems', 'software companies based in the san francisco bay area', {'weight': 0.5})
('sun microsystems', 'web page', {'weight': 0.6})
('sun microsystems', 'program (computing)', {'weight': 0.6})
('sun microsystems', 'application posture', {'weight': 0.6})
('sun microsystems', 'mouse (computing)', {'weight': 0.6})
('linux', 'browser game', {'weight': 0.6})
